epoch,loss,accuracy,recall,precision,f1
1,1.5346548888206482,43.5075,0.435075,0.4290482133809559,0.4307874841137494
2,1.0231910598754883,63.3375,0.633375,0.6308974504207067,0.6319460102615985
3,0.7847619838237763,72.4725,0.7247250000000001,0.7236970067650411,0.7241439081362573
4,0.6465823753356934,77.5375,0.775375,0.7748907088908166,0.7750866617018011
5,0.5518524218559265,80.705,0.8070499999999999,0.8065908461323232,0.806773450664874
6,0.4825926158666611,83.485,0.83485,0.8344769859340463,0.8346225701433034
7,0.4311004508495331,85.05,0.8505,0.8501579212679697,0.850277870818441
8,0.372319465637207,86.9875,0.8698749999999998,0.869552471269911,0.8696884343692679
9,0.3339067048072815,88.245,0.8824500000000001,0.8821569873312713,0.8822828991379591
10,0.296505585283041,89.6675,0.8966749999999999,0.8965352347052683,0.8965845592730673
11,0.25425783485770226,90.965,0.9096500000000001,0.909498340342177,0.9095512326178081
12,0.23302864233851434,91.6125,0.9161249999999999,0.9160431470345121,0.9160678598498301
13,0.20303945789933206,92.985,0.9298500000000001,0.9297706862810784,0.9297999635876119
14,0.17716505089104176,93.84,0.9384,0.938380533226449,0.9383805891977361
15,0.16640102887153627,94.1775,0.941775,0.9417228525523426,0.9417422091514214
16,0.14843464407026769,94.75,0.9475000000000001,0.9474799992864676,0.9474862208516639
17,0.13969513001739978,95.04,0.9503999999999999,0.9503719741723933,0.9503812082140689
18,0.12766121344268322,95.51,0.9551000000000002,0.9550817056535577,0.9550877129662755
19,0.11635354565382004,95.9075,0.959075,0.9590489637304958,0.9590608783112542
20,0.11248992414027452,95.88,0.9588000000000001,0.9587826099401549,0.9587903546939073
