epoch,loss,accuracy,recall,precision,f1
1,1.5053320318222045,44.505,0.44505,0.439291852250451,0.44133434581976827
2,1.0224755597114563,63.5975,0.635975,0.6330988918908937,0.6343058081291821
3,0.8003875533103942,71.85,0.7184999999999999,0.7176277558311914,0.7179807700248994
4,0.6784928962230682,76.52,0.7651999999999999,0.7643139722979113,0.7646728613055036
5,0.5928963891983032,79.53,0.7952999999999999,0.7946373119185602,0.7948736326979501
6,0.5242396004676819,81.4725,0.8147250000000001,0.8141397827705432,0.8143897744445058
7,0.4724310739040375,83.675,0.83675,0.8362642636300717,0.8364384849754407
8,0.4203938822031021,85.275,0.85275,0.8525030715365386,0.8525649602884519
9,0.38299031240940096,86.745,0.86745,0.8672930407038489,0.867331649414956
10,0.34907573384046553,87.8225,0.8782249999999999,0.8779952297339448,0.8780703201964073
11,0.3192477057218552,88.77,0.8877,0.8874638022996197,0.8875589735045712
12,0.2871828646540642,89.9425,0.8994250000000001,0.8993414161509236,0.8993527899994354
13,0.26108036078214647,90.8525,0.9085250000000002,0.9084223455832771,0.9084563149872984
14,0.23489183148145676,91.705,0.91705,0.9169594701904836,0.9169894396804927
15,0.22540208092331887,92.1175,0.9211749999999999,0.9211134646891768,0.921124697360147
16,0.19582510201931,93.075,0.9307500000000001,0.9306781578898983,0.9307017792254271
17,0.1835453367650509,93.5175,0.9351749999999999,0.9351346379330682,0.935139310453823
18,0.17515644411742687,93.965,0.9396500000000001,0.9396120436810904,0.9396275851036842
19,0.1569378413721919,94.5375,0.9453750000000001,0.9453208710765638,0.9453416391986851
20,0.15571414241939782,94.5825,0.9458249999999999,0.9458077197236872,0.945810131234324
