epoch,loss,accuracy,recall,precision,f1
1,1.5144269474029541,44.0125,0.440125,0.43482622147793676,0.43653563341922447
2,1.1088803238868714,60.61,0.6061,0.6025033380168546,0.6039268155388875
3,0.9055980390548706,67.98,0.6798,0.6781166136761158,0.6788048680226767
4,0.7873976628303527,72.575,0.72575,0.7248299786008591,0.7251714237508773
5,0.6960456117630005,75.84,0.7584,0.7577089021811605,0.7579399816607868
6,0.6220726009368897,78.5325,0.785325,0.7850389246964318,0.7851253461442708
7,0.5677228430271148,80.26,0.8026,0.8021083643358763,0.8022937496341133
8,0.5288349018096924,81.5625,0.815625,0.81543028386836,0.8154593354099251
9,0.48572205035686494,83.25,0.8324999999999999,0.83213635492609,0.8322561162080262
10,0.4524441047668457,84.4525,0.844525,0.8442631108794745,0.8443533686511795
11,0.42018346147537233,85.4925,0.854925,0.8546728564534746,0.8547671930899721
12,0.4025702013731003,86.0425,0.860425,0.8602334154222081,0.860293135723736
13,0.37590338361263276,86.795,0.8679499999999999,0.8678252234376153,0.8678570804346357
14,0.34426707785129546,88.03,0.8802999999999999,0.8801504769142834,0.8802091137385222
15,0.33335646574497224,88.6175,0.8861749999999999,0.8859548199027059,0.8860338733824218
16,0.3067518173336983,89.345,0.89345,0.8933567097908568,0.8933832410546078
17,0.29232699934244155,89.955,0.89955,0.8995440421676795,0.8995348504810243
18,0.28245360838770867,90.2975,0.902975,0.9029068568636325,0.9029223111382032
19,0.2644432176232338,90.825,0.9082500000000001,0.9082776842813608,0.9082549364895108
20,0.25589827989935876,91.435,0.9143500000000001,0.9143156894763994,0.9143211084664754
