epoch,loss,accuracy,recall,precision,f1
1,1.4199264041900634,48.32,0.48319999999999996,0.4771214179049287,0.47933597756862645
2,0.9807941126823425,65.405,0.65405,0.6518297501879319,0.6527677159933944
3,0.7484339444637299,74.01,0.7401,0.7390936594821526,0.7395023168278888
4,0.6134283309221268,78.9025,0.7890250000000001,0.7884061138618619,0.7886510888345629
5,0.5272941560983658,81.9375,0.8193750000000002,0.8189178270899575,0.8190944897487453
6,0.4481755577802658,84.485,0.8448499999999999,0.8445921646515387,0.8446589943615397
7,0.387832263481617,86.57,0.8657,0.865389979105133,0.865516951105301
8,0.3319207690119743,88.375,0.88375,0.8835624269760582,0.8836382826509501
9,0.29390605566501615,89.6925,0.8969249999999999,0.8966705227793866,0.896779304871011
10,0.25957933691740037,90.9125,0.9091249999999998,0.9089932723155909,0.9090418219375254
11,0.2154896379172802,92.4275,0.9242750000000001,0.9242184348991731,0.9242380276424276
12,0.19792493968605995,92.935,0.9293500000000001,0.929288696157555,0.9293131537993151
13,0.1679509802788496,94.0925,0.940925,0.9408966068995157,0.9409056897629895
14,0.15763824172019958,94.465,0.94465,0.9446418273125928,0.9446400281818171
15,0.13449678394645453,95.23,0.9523000000000001,0.9522715709826371,0.9522822275768139
16,0.12778253329098224,95.5175,0.955175,0.9551826056576681,0.9551748369464714
17,0.12244391694813966,95.625,0.95625,0.956237644655672,0.9562404015184667
18,0.10356203772500157,96.39,0.9639,0.9639043706497443,0.9639014911124333
19,0.1003196439243853,96.4275,0.964275,0.9642632206638272,0.9642672437679002
20,0.0921344050064683,96.75,0.9675,0.9675036678956662,0.9674968800331427
