epoch,loss,accuracy,recall,precision,f1
1,1.5889582221984864,41.0875,0.41087500000000005,0.4046744402999054,0.406586521016039
2,1.1968540784835815,56.83,0.5683,0.5641749630773385,0.5658921457046036
3,0.9995211331367493,64.2075,0.642075,0.639876025312463,0.6408327152493479
4,0.873539159822464,69.115,0.69115,0.6895785085345104,0.6902403842760518
5,0.7866833452701568,72.195,0.72195,0.7202408566509514,0.7210020398532231
6,0.7114898941993714,74.935,0.74935,0.7487030981525333,0.7489508244692545
7,0.6604683731079102,76.88,0.7687999999999999,0.7681402460354138,0.7683874099816724
8,0.601122744846344,78.9,0.7889999999999999,0.7882463021657179,0.7885776477166815
9,0.5630826440095902,80.1875,0.8018749999999999,0.8012785196828828,0.8015171460845126
10,0.5266832930564881,81.61,0.8160999999999999,0.8155694618159035,0.815771440937705
11,0.49328282351493835,82.6225,0.826225,0.825822628463221,0.82598203159565
12,0.4609568664550781,83.765,0.83765,0.8371988742168337,0.8373949233867559
13,0.43113559336662294,84.865,0.8486499999999999,0.8484567052965419,0.8485101365321321
14,0.4061351006746292,85.755,0.85755,0.8572858273461182,0.8573881515810496
15,0.3817762588739395,86.6975,0.866975,0.8668040663409291,0.8668491772451474
16,0.3583222005367279,87.2675,0.8726749999999999,0.8724344470591431,0.8725330027942135
17,0.33069898952245713,88.1925,0.8819250000000001,0.8818022566703618,0.8818381926718292
18,0.31533305391073224,88.75,0.8875,0.8872509091524992,0.8873520127077914
19,0.2929419846892357,89.5625,0.8956250000000001,0.8954972687299071,0.8955336138006753
20,0.2767439629197121,90.0775,0.9007750000000001,0.9006189509984012,0.9006786959440479
