epoch,loss,accuracy,recall,precision,f1
1,1.4814502546310424,45.25,0.45249999999999996,0.44555936294051507,0.4479965360140599
2,1.0244566918373108,63.695,0.6369499999999999,0.6343230441639804,0.635453793167758
3,0.8146615962982178,71.1775,0.711775,0.7105010154419696,0.7110460615080016
4,0.6743181687831878,76.705,0.76705,0.7664714390196143,0.76669107885913
5,0.5914414023399353,79.4775,0.7947749999999999,0.7942168002999328,0.7944313953549009
6,0.5127749253273011,82.13,0.8213000000000001,0.820999568140581,0.821101440023611
7,0.4636792437314987,83.8275,0.838275,0.8379602667933975,0.8380643435514129
8,0.4088164499282837,86.035,0.8603500000000001,0.8601613192907962,0.8602164407604393
9,0.37460810401439665,87.03,0.8703000000000001,0.8701388483971917,0.8701863481428868
10,0.33994829523563386,88.12,0.8812,0.8809676252485801,0.8810467865104329
11,0.307147010242939,89.13,0.8913,0.8911263862830687,0.8911710023120335
12,0.275892533159256,90.2325,0.902325,0.9022022236611397,0.9022381561192774
13,0.25503948653936387,90.92,0.9091999999999999,0.9091127371428458,0.909138052830699
14,0.23517603124380113,91.7725,0.9177249999999999,0.917660690530775,0.9176792375976653
15,0.214572651386261,92.31,0.9231,0.9230650814508531,0.9230735290409695
16,0.19743806592822075,93.0625,0.930625,0.9305477515026176,0.9305771628369985
17,0.1801340874195099,93.6775,0.9367749999999999,0.9367234475919048,0.9367406921822317
18,0.17344588405489922,93.88,0.9388,0.9387723049708431,0.938774488575492
19,0.16016058100759983,94.445,0.9444499999999998,0.9444707384951961,0.9444518211009626
20,0.15054270661771296,94.6875,0.946875,0.9468837633964953,0.9468728843102909
