epoch,loss,accuracy,recall,precision,f1
1,1.518203711128235,44.0475,0.440475,0.4349002467191445,0.43692356826463036
2,1.090564531326294,61.105,0.61105,0.6076000373832185,0.6090605756787327
3,0.9166341777801513,67.4925,0.6749249999999999,0.6734045681553165,0.6740867262534055
4,0.7954223341941834,72.165,0.72165,0.7206624375406643,0.721084728085877
5,0.7117766243934631,75.255,0.7525499999999999,0.751883646560508,0.7521142380065882
6,0.6470878861904145,77.205,0.7720499999999999,0.7714262703755408,0.7716615916039848
7,0.5933781397819519,79.4275,0.7942750000000001,0.7940293149118839,0.7940971553722872
8,0.549672567653656,80.8825,0.808825,0.8086660386247819,0.8086872050038094
9,0.5101797933101654,82.6225,0.826225,0.8259473094815626,0.8260305778483937
10,0.48251560492515566,83.2825,0.832825,0.8325783490255956,0.8326315581344579
11,0.45009829802513124,84.2725,0.8427250000000001,0.8424850707873921,0.8425646029941039
12,0.42248278827667235,85.3125,0.853125,0.8529743399202013,0.8530110591380794
13,0.401087559056282,86.025,0.86025,0.8600704003839775,0.8601279036850163
14,0.3779509952068329,87.085,0.8708500000000001,0.8708368380929847,0.8707840250784852
15,0.3622848930120468,87.5475,0.875475,0.8753525543774536,0.8753849517099473
16,0.33629157280921934,88.3175,0.8831749999999999,0.8830405132860942,0.8830883312741209
17,0.3291483704924583,88.5675,0.885675,0.885567414222655,0.885573356576638
18,0.3112050875663757,89.3,0.893,0.8928987818404271,0.8929334768226871
19,0.3001895508646965,89.5575,0.895575,0.8954316481412098,0.895481980858549
20,0.28438003992438315,90.08,0.9008,0.9007408528795917,0.9007576208422712
