epoch,loss,accuracy,recall,precision,f1
1,1.5305207317352294,43.485,0.43484999999999996,0.4282254508519584,0.43061763948174336
2,1.1420417616844176,58.7525,0.587525,0.5835944016270813,0.5851923238946665
3,0.9630601921081543,65.8425,0.658425,0.6561914586434356,0.6571634160282342
4,0.8457633624076843,70.03,0.7003,0.6992331871705508,0.6996703326889466
5,0.7583858530044556,73.4275,0.7342749999999999,0.7336556681614904,0.733866334911147
6,0.6961731552124023,75.515,0.75515,0.7546740644750771,0.7548522035505276
7,0.6463612627983093,77.2425,0.772425,0.7719220724359598,0.7721175914322974
8,0.6092431791305541,78.6475,0.7864749999999999,0.7862721316002048,0.786322917561936
9,0.5661849542856217,80.18,0.8018000000000001,0.8014798858714309,0.8015874941930067
10,0.5341651035785675,81.3325,0.8133250000000001,0.8129935016362204,0.8130989164298785
11,0.5098563934087753,82.235,0.8223500000000001,0.8221414433437332,0.822188836884575
12,0.48317698199748993,83.0475,0.8304750000000001,0.830458628490909,0.8304228971792877
13,0.4540900372982025,84.2775,0.8427749999999999,0.8425263851832762,0.842604230842313
14,0.4365020624399185,84.795,0.84795,0.8477184698566909,0.8477967997453953
15,0.41560735442638397,85.58,0.8558,0.8556336530751742,0.855701149984788
16,0.3943640674114227,86.1375,0.861375,0.8612517688541473,0.8612939632561167
17,0.380505850481987,86.8075,0.8680749999999999,0.8680014413292095,0.8680101780451907
18,0.3627885244131088,87.2675,0.8726749999999999,0.8727167672474361,0.8726744147653849
19,0.3540927588224411,87.72,0.8772,0.8771789722988756,0.8771556713893738
20,0.33627815812826156,88.2625,0.882625,0.8825513491572055,0.8825660857152343
