epoch,loss,accuracy,recall,precision,f1
1,1.4749601210594177,45.4025,0.454025,0.44817089714569613,0.45041167460778375
2,0.9537597454071045,66.2875,0.662875,0.6603237074935111,0.6614246389162751
3,0.729092654132843,74.505,0.7450499999999999,0.7443678909628438,0.7446367146307191
4,0.5920252792358398,79.5275,0.795275,0.7949358417462662,0.7950423355004671
5,0.5015946376800537,82.645,0.8264500000000001,0.8261430245519585,0.8262448858458814
6,0.42552158613204955,85.2875,0.8528749999999998,0.852687792896812,0.8527320338755325
7,0.37171957894563673,86.915,0.8691500000000001,0.8689110279031638,0.8690049014671113
8,0.32363473944664,88.5875,0.8858750000000001,0.8856181825735556,0.8857208598763044
9,0.2742413298726082,90.2525,0.902525,0.9024297351133492,0.902453069004949
10,0.24120951784849168,91.5425,0.9154249999999999,0.9153739138383244,0.9153858921920234
11,0.20861858132481576,92.74,0.9274000000000001,0.927403972075583,0.927386431843878
12,0.17714882484078406,93.6575,0.936575,0.9365279531396202,0.9365416839159778
13,0.1551193471044302,94.4875,0.944875,0.9448808844922365,0.9448666970569374
14,0.1487587512165308,94.6975,0.9469749999999999,0.9469598622911037,0.9469632840056231
15,0.13519894674867391,95.26,0.9526000000000001,0.9525745447155092,0.9525831914760083
16,0.11617280536592006,95.8875,0.9588750000000001,0.9588614757982992,0.9588663224598776
17,0.11048688883334398,96.0875,0.960875,0.9608710968629381,0.9608717103936574
18,0.10808406018167734,96.1975,0.961975,0.9619756872422647,0.9619742253779757
19,0.09469824931994081,96.6325,0.966325,0.9663296332291902,0.9663257514298824
20,0.09243132617771625,96.755,0.9675499999999999,0.9675373536366637,0.9675426914528821
