epoch,loss,accuracy,recall,precision,f1
1,1.421915091228485,48.085,0.48085000000000006,0.4751244402681614,0.47737529277884183
2,0.9530318914413453,66.315,0.66315,0.6611654204167271,0.6620405779586453
3,0.7329199837207794,74.3475,0.743475,0.7426753301969907,0.7429946327559034
4,0.6011442008018494,78.885,0.78885,0.788304216794687,0.7884797000330016
5,0.5175662905931473,82.0425,0.820425,0.8201789047758734,0.8202161469734073
6,0.45286169185638425,84.3075,0.843075,0.8426651665447069,0.8428019082438338
7,0.3899617514014244,86.3625,0.8636250000000001,0.8634733565587748,0.8634960031948884
8,0.33630578521490095,88.2825,0.8828249999999999,0.8825248323240944,0.8826338309289092
9,0.29736860901117323,89.5725,0.8957250000000002,0.8955871890373078,0.8956348890643951
10,0.24883389578461648,91.225,0.9122499999999999,0.9120848017651282,0.9121549477007763
11,0.2204964401423931,92.27,0.9227000000000001,0.9226616566830529,0.9226594698219739
12,0.18837623497247696,93.3275,0.9332749999999999,0.9332019168519171,0.9332347967756455
13,0.17338066841363906,93.92,0.9392000000000001,0.9391139081380577,0.9391472057456159
14,0.1545235410273075,94.58,0.9458,0.9458142434774549,0.9458021046245179
15,0.13695466510951518,95.035,0.95035,0.9503261100717986,0.9503331150770382
16,0.12959514453709126,95.4025,0.954025,0.9540112706170465,0.9540157177104028
17,0.11398316707462072,95.9475,0.9594750000000001,0.9594713739415852,0.9594722289709713
18,0.10872375596761703,96.225,0.96225,0.96223746618655,0.9622418171389476
19,0.10058619746267795,96.38,0.9638,0.9637907733664692,0.9637944901558562
20,0.09106163392663003,96.9225,0.9692249999999998,0.9692297111808592,0.9692248739244702
