epoch,loss,accuracy,recall,precision,f1
1,1.3906224785804748,48.9625,0.48962500000000003,0.4831547453524122,0.48568015649526936
2,0.9257097276210785,67.205,0.67205,0.6701458933456865,0.6709795918898138
3,0.7266037569522857,74.65,0.7465,0.7460174552467357,0.7461832089986334
4,0.6003932560920715,79.1375,0.7913749999999999,0.7910827912346514,0.7911482702321491
5,0.5058485879659653,82.5725,0.8257249999999999,0.8255646242480964,0.8255651977573184
6,0.43946014602184297,84.87,0.8487,0.848458942802037,0.8485175111514953
7,0.3882803574681282,86.385,0.86385,0.8637014971076262,0.8637195497617757
8,0.33395471816062927,88.35,0.8835000000000001,0.8833863489468523,0.8834093268321247
9,0.28757076399326326,89.9475,0.899475,0.8992645363095733,0.8993346740080804
10,0.25246750124096873,91.235,0.91235,0.9123576383241854,0.9123273385259226
11,0.2195794468641281,92.185,0.9218500000000001,0.9217504270867677,0.9217901009556299
12,0.19245770906209947,93.3025,0.933025,0.9329635618554342,0.9329781732957839
13,0.17443870269358158,93.8675,0.9386749999999999,0.9386095144350464,0.9386368878832186
14,0.14932392302900552,94.7275,0.947275,0.9472502327027925,0.9472555548473144
15,0.1420181068137288,94.8075,0.948075,0.9480374441983926,0.9480539236998318
16,0.1250578388929367,95.565,0.95565,0.9556342383354608,0.9556405240948808
17,0.11180400198549033,95.985,0.9598500000000001,0.9598468535521487,0.9598460436556072
18,0.10418666495531798,96.375,0.9637499999999999,0.9637308377207965,0.9637376621782472
19,0.10344240219220519,96.405,0.96405,0.964044675751248,0.9640462797733289
20,0.09307559962347149,96.785,0.96785,0.9678542384345766,0.9678507499651035
